source,url,title,body,guideline_codes,rejection_type,upvotes,num_comments,scraped_at
hacker_news,https://news.ycombinator.com/item?id=41857401,Furious with Apples App Store Guidelines 4.2.2,"I’m writing this in complete frustration after our app has been repeatedly rejected by Apple’s App Store due to Guideline 4.2.2. Despite implementing what we believe to be fully native functionality and providing a unique user experience, Apple keeps sending us the same message:
&quot;Your app only includes links, images, or content aggregated from the Internet with limited or no native functionality. Since this content does not sufficiently differ from a web browsing experience, it is not appropriate for the App Store.&quot;<p>We’ve spent countless hours developing features that go beyond simply redirecting users to external sites. We curate content specifically for our audience, and our app allows users to discover second-hand items through personalized recommendations, filters, and native search functions—something you won’t experience from just browsing the web.<p>Yet, Apple claims our app doesn&#x27;t differ enough from a browsing experience. What really frustrates us is that major apps like Skyscanner and Gem.app use a similar approach—aggregating data from third-party sources and offering links to partner sites. Why are we being treated differently? It seems like there’s a huge double standard at play, and we’re left wondering what exactly Apple considers “native functionality.”<p>We’ve tried to contact their support, but the responses we’ve received are vague at best. Every time, we’re encouraged to “create an engaging and lasting experience that meets the App Store&#x27;s high expectations for quality and functionality,” but when we ask for specifics, it feels like we’re chasing shadows.<p>We know we’re not alone—other developers are facing similar frustrations with Apple&#x27;s inconsistent and opaque review process. Has anyone successfully navigated this, or does anyone have insight into how Apple interprets 4.2.2 for apps that aggregate content and partner links? How did you get past this obstacle?<p>At this point, we feel like we&#x27;re hitting a brick",['4.2.2'],Design,3,0,2026-03-04T22:55:52.336481
hacker_news,https://news.ycombinator.com/item?id=32648452,Please Help! Our Apple Developer Account got flagged for removal without explain,"Please Help!!! Apple Developer Account got flagged for removal without a clear explanation!<p>My business has been on App Store for 3 years with 30 Apps on the Apps Store. Our revenue just reached a milestone this year that made us unqualified for Small Business Program. We were very grateful for such an accomplishment this year and our small team was prepared and ready for our next milestone next year.<p>However, one of our apps “Second Phone Number” has recently been rejected and I got a notice from App Review board that our account is flagged for removal, and we have 30 days to appeal. The app has been on the App Store for almost 2 years with no major issues until we submitted the new version.<p>We were working with the App Review to make changes and to ensure our new app version complies so it can be approved by the App Review Board.<p>And the last response we received before the removal notice was: “We noticed your app attempts to manipulate customers into making unwanted in-app purchases. Specifically, we noticed that your app displayed a secondary promotion.”<p>Our app is never designed for unwanted purchase. The App Review Board kept saying they couldn’t decline the subscription and there was no “Back” button displays in the paywall. We replied with screenshot and video to show them that there is a “Back” button and user can decline the subscription and exit the subscription screen by clicking on that. 
Also, the secondary promotion was a pop-up screen of a special offer that we were running, which never had issues in previous submissions.<p>However, we listened to the App Review and immediately updated the app’s design accordingly. So instead of having 2 display pages, one is the subscription plan, and another is the special promotion, the app now has 1 display page that offers 3 plans (monthly, regular annual, and special annual plan). Then after a few days of waiting and thinking that our app would be approved, we then received a notice that our account g",[],Metadata,38,15,2026-03-04T22:55:52.336677
hacker_news,https://news.ycombinator.com/item?id=26089804,Ask HN: How do you deal with open translations and app store rejections,"I have an open source app that is on github and connected to weblate which allows anyone to translate strings in the app as well as the store listing information. App updates are packaged with fastlane and sent to google play.<p>Doing this however I run into the risk of having my app pulled from the play store if someone writes something that is not permitted (the guidelines are getting ridiculous, my app was rejected yesterday because of a typo) in the store listing description. I can&#x27;t audit this because I don&#x27;t speak or read all languages.<p>Does anyone have any suggestions on how to deal with this?",[],Metadata,2,1,2026-03-04T22:55:52.336718
hacker_news,https://www.theverge.com/2020/11/10/21559603/apple-stickers-mask-covid-19-ios-app-store-guidelines,"Apple rejected stickers that promoted mask-wearing, but it’s reinstating them",,[],Other,1,0,2026-03-04T22:55:52.336745
hacker_news,https://news.ycombinator.com/item?id=24410652,Tell HN: My HN app is rejected by Apple for showing Covid-related submissions,"Apple has twice rejected a minor update to my Hacker News app for iOS, Octal [1], for breaking Guideline 5.1.1 - Legal - Privacy - Data Collection and Storage [2]. For the first rejection, they included a screenshot of the app&#x27;s search functionality, searching for the term &quot;Covid&quot;, which obviously contains HN submissions with &quot;Covid&quot; in the titles. For the second rejection, they included a screenshot of the app&#x27;s main &quot;Top Stories&quot; view, which happened to have a COVID-19-related submission [3] as one of the top stories. Have any other iOS app developers out there encountered this issue with App Store Review?<p>Apple&#x27;s rejection notes:<p>&gt; We found in our review that your app provides services or requires sensitive user information related to the COVID-19 pandemic. Since the COVID-19 pandemic is a public health crisis, services and information related to it are considered to be part of the healthcare industry. In addition, the seller and company names associated with your app are not from a recognized institution, such as a governmental entity, hospital, insurance company, non-governmental organization, or university.<p>&gt; Per section 5.1.1 (ix) of the App Store Review Guidelines, apps that provide services or collect sensitive user information in highly-regulated fields, such as healthcare, should be submitted by a legal entity that provides these services, and not by an individual developer.<p>&gt; Next Steps<p>&gt; To resolve this issue, your app must be published under a seller and company name of a recognized institution. If you have developed this app on behalf of such an institution, please advise your client to add you to the development team of their Apple Developer account. If your client does not yet have an Apple Developer account, they can enroll for one as an organization through the Apple Developer website.<p>[1] https:&#x2F;&#x2F;apps.apple.com&#x2F;us&#x2F;app&#x2F;octal-hacker-news&#x2F;id1308885491<",['5.1.1'],Privacy,188,64,2026-03-04T22:55:52.336807
hacker_news,https://news.ycombinator.com/item?id=17131983,Ask HN: Apple shutted down our 30k/mo business. What now?,"I &amp; my partner launched an app a year ago. It took half a year to build something sustainable and month ago we finally reached 30k &#x2F; mo profit. Yesterday after technical release (just to change title in the AppStore) the app got rejected. We didn&#x27;t violate any concrete guideline, Apple Review Team just decided that we use VPN in an anapproved manner. We use VPN to analyze traffic and show reports to the user. Of course users are uknowledge and ok with this solution. Needless to say that that dozens of our competitors use exactly this solution but apparently it’s not enough for Review Team.<p>Now I&#x27;m lost and don’t know what to do. Situation seems unfair. How come that developers give away half of their earnings to the monopolist platform and are still treated like kids. I mean, people will lose jobs and funds just because of &quot;unapproved way&quot; of using public (!) API. Honestly I liked this platform and I invested a lot into it but I&#x27;m sure I will stay away now.<p>Any thoughts or advices?",[],Minimum Functionality,72,85,2026-03-04T22:55:52.336882
hacker_news,https://news.ycombinator.com/item?id=15663069,Ask HN: How Do I Resolve Apple App Store Rejection?,"Just some background:<p>I&#x27;m helping a government client submit a searchable acronyms&#x2F;dictionary app to the Apple App Store.  The App has very limited but explicitly clear requirements.  It&#x27;s not in anyone&#x27;s interest to increase the requirements beyond what&#x27;s needed just to get through a subjective Apple App Store approval process.<p>Now this is my problem:<p>I&#x27;ve been trying to submit the app and it is being rejected because of:<p>&quot;Guideline 4.2 - Design - Minimum Functionality Your app is primarily a book and is therefore not appropriate for the App Store.&quot;<p>The Government client really needs this app on the Apple App Store.  So, I&#x27;ve started adding UI elements that are unique to iOS (and not available for books) and in-line with the iOS design guidelines.<p>I added the following to &quot;enhance&quot; the functionality:
(1) tab bar for search and browsing so that the user can maintain their searching and browsing state
(2) segmented buttons so that users can easily filter the list<p>It&#x27;s still getting rejected for the same reason.<p>My next step is to start adding a drill down tableview but I have a feeling that it&#x27;s going to get rejected anyway.<p>My Question(s) is&#x2F;are the following:
(1) What practical options do I have to get the App approved without reducing the functionality and making it a book?
(2) Does anyone know of anyone at Apple or in the App Store approval chain that can help me to resolve this app store rejection issue?",['4.2'],Minimum Functionality,1,0,2026-03-04T22:55:52.336954
hacker_news,https://developer.apple.com/app-store/review/guidelines/#metadata,Apple App Store: Apps mentioning other mobile platforms will be rejected,,[],Other,1,0,2026-03-04T22:55:52.336975
hacker_news,https://gist.github.com/nickbauman/9572694,IOS Imperatives For Fast Approval,"I submitted a native iOS app to the app store. Apple rejected it because of violations to the iOS Human Interface Guidelines. I read the entire iOS HIG document and created this and used it to rewrite my app, which was then approved. Maybe this can help people facing a similar situation.",[],Design,3,0,2026-03-04T22:55:52.337005
hacker_news,https://news.ycombinator.com/item?id=5609651,Ask HN:Apple allows Free app with login(login info sold outside the app store)?,"The app store guidelines(11.1) say 'Apps that unlock or enable additional features or functionality with mechanisms other than the App Store will be rejected' but there are apps like Netflix etc. So I am doubtful about this, anyone with experience please share. Thanks.",[],Design,1,0,2026-03-04T22:55:52.337037
hacker_news,https://news.ycombinator.com/item?id=5594199,Ask HN:Apple allows Free app with login(login info sold outside the app store)?,"The app store guidelines(11.1) say 'Apps that unlock or enable additional features or functionality with mechanisms other than the App Store will be rejected' but there are apps like Netflix etc. So I am doubtful about this, anyone with experience please share. Thanks.",[],Design,1,0,2026-03-04T22:55:52.337068
hacker_news,https://news.ycombinator.com/item?id=2902403,ITunes Connect: New Features for Apps Now Available,"We are pleased to announce the following new features to help manage your apps on iTunes Connect.<p>“Metadata Rejected” Added to App Review Status. You can now resolve metadata issues that have been identified by the App Review team without having to recompile and resubmit a new binary for review.
If you submit an app and the App Review team determines that any metadata items are not compliant with our guidelines, your app status will change from In Review to Metadata Rejected. Metadata items include your app name, keywords, rating, or category. Screenshots and icon images are also considered part of a metadata rejection if they are determined to violate the App Store Review Guidelines. Rejection details for apps with the Metadata Rejected status will be available in the Resolution Center.<p>To resolve an issue, you will need to edit the metadata in iTunes Connect. Your existing binary will then be reused for the review process.<p>Bundle ID Is Now Editable Before Binary Submission. If you have not submitted a binary for review, and your app is not using Game Center or the iAd Network, you will now be able to edit your app's assigned Bundle ID in iTunes Connect.
To change your app's Bundle ID, click Edit next to your Bundle ID in the Manage Your Applications module.",[],Metadata,1,0,2026-03-04T22:55:52.337140
hacker_news,https://news.ycombinator.com/item?id=1984115,Ask HN: Would Apple reject this app?,"Here is a chat I had in #iphonedev on freenode. I am torn between making an app better for 90% of my users (as confirmed by actual user testing) and following Apple's Human Interface Guidelines to the letter.<p>What are the chances it will get rejected? See below.<p><pre><code>  &#60;EGreg_&#62; hey guys
 &#60;EGreg_&#62; would apple reject my app for using a tab-bar instead of a toolbar
 &#60;EGreg_&#62; http://grab.by/7NnH
 &#60;EGreg_&#62; in my user testing, fully 90% of the users had no idea what the buttons did
 * _rush_ has quit (Ping timeout: 245 seconds)
 &#60;EGreg_&#62; so I am trying to delight my users but am afraid that Apple will reject the app for using a component in a ""non standard way""
 &#60;KucukMubasir&#62; EGreg_: have you read HIGs ?
 &#60;EGreg_&#62; yes
 &#60;KucukMubasir&#62; if you don't violate it, why should it be rejected
 &#60;EGreg_&#62; it violates apple's HIG
 &#60;EGreg_&#62; but in real world testing, the version I just linked to: http://grab.by/7NnH   is understood right away byt he users, whereas the version that follows HIG draws blank stares from 90% of users, and of them 50% are unable to complete ""select all"" without assistance
 &#60;EGreg_&#62; what to do?
 &#60;ilteris&#62; drunkn718: actually if you look at the examples you there's a session object which takes care of the authorization. it's in the samples
 &#60;EGreg_&#62; http://grab.by/7No1
 &#60;KucukMubasir&#62; EGreg_: I have no idea; but if it violoates...
 &#60;KucukMubasir&#62; toolbar buttons don't stay as selected unlike tabbar ones, right?
 &#60;EGreg_&#62; in order to follow HIG I have to make my app LESS understandable by 90% of people
 &#60;EGreg_&#62; as comfirmed empirically in user acceptance testing
 &#60;EGreg_&#62; tabbar buttons don't have to stay selected
 &#60;Codhisattva&#62; the problem isn't tabbar vs toolbar
 &#60;Codhisattva&#62; the problem is select all doesn't belong down there at all
 &#60;EGreg_&#62; where does it belong, then?
 &#60;EGre",[],Technical,3,1,2026-03-04T22:55:52.337372
hacker_news,https://news.ycombinator.com/item?id=1856264,Mac App Store: MacRuby or webapp-wrapped-in-webview-container allowed?,"After reading the Mac App Store guidelines it's still unclear to me whether apps developed using Macruby or apps using the Cocoa WebView object as the sole UI surface are allowed.<p>I would like to know if it is allowed since it might speed up the development of some apps that have modest UI and OS integration requirements.<p>Clause 6.3 (""Apps that do not use system provided items, such as buttons and icons, correctly and as described in the Apple Macintosh Human Interface Guidelines will be rejected."") comes closest to not allowing a webapp-wrapped-in-webview, although ""do not use [...] correctly"" is a vague statement.<p>I found the Mac App Store requirements in this pastie: http://pastie.org/1236378 via this article (The Register): http://www.theregister.co.uk/2010/11/01/mac_app_store/",[],Design,4,0,2026-03-04T22:55:52.337411
hacker_news,https://news.ycombinator.com/item?id=40822467,An anecdote from today about Apple's App Review Team,"I submitted an app update with new screenshots to showcase the added functionality. I took these screenshots on both an iPhone and an iPad, then used a service to generate the required variants for all device sizes needed by the App Store. 
My app was rejected because the generated screenshots for the iPhone&#x27;s 5.5&quot; models (iPhone 6S+, iPhone 7+, iPhone 8+... all dating pre 2017) did not match the app&#x27;s functionality. I was confused and assumed it was a mistake on their part. 
However, I eventually realized the issue: the screenshot generator had cropped the larger screenshots to fit the smaller device screens, which was fine, but the tab bar at the bottom didn&#x27;t display correctly when the device bezel was added.<p>TBH I was quite annoyed I had go and fix them manually but I find the attention to detail (of some of them) mind-blowing.",[],Metadata,4,0,2026-03-04T22:55:53.423498
hacker_news,https://news.ycombinator.com/item?id=40132797,Ask HN: Is Apple Going Nuts?,"Super curious to hear from other iOS devs what you&#x27;re doing to cope with this. Just today, I had yet another app (this time from a client) get rejected for the exact same reasons the Spotify&#x2F;Epic&#x2F;EU drama spiralled out of. Except, for a free app!?<p>It&#x27;s getting extortionately uncomfortable:<p>I have a free (!) app (completely 100% free) on the macOS App Store. It&#x27;s getting mostly 5-star reviews and has done so for many years. Good. I used to offer the app through my website mainly, but people asked for security (despite it being signed), so I put it on the AppStore, many years ago. I make this app for fun, no profit, it&#x27;s 100% free.<p>I recently pushed an update and Apple rejected it. The reason: They clicked on my website (which they found mentioned in the about section, last tab, bottom line on the Settings screen).<p>On my website, where I SELL NOTHING, no upgrades, no premium services, etc. — they found at a link to buymeacoffee.com&#x2F;roman — I think in the FAQ page, where I address the question of what people can do, if they insist on supporting the project.<p>Then, Apple said: because of this link, they had to reject the app; I am offering paid services, and doing so, must be done through In-App Purchases. These were third-party donations, no deal involved, the app does not even know about this, there is no advantage to anyone donating anything.<p>I tried to reason with them over course of a week, but no, if there is ANY WAY for the app user to pay me, despite the APP ITSELF CHANGING IN NO WAY, WHATSOEVER, then I must use IAPs. I was crushed and nothing made sense anymore.<p>Fast-forward to this week. I help a client update an old iOS app. Only thing the app does: serve exclusively as a companion app (to scan&#x2F;photograph documents) for an enterprise SaaS. There is no additional features, there is no purchases in the app, nothing of that sort. You scan a QR code, you scan a document, and the app uploads that scan and that&#",[],Metadata,16,5,2026-03-04T22:55:53.423666
hacker_news,https://twitter.com/i386/status/1496949841590878211,Apple rejected expedited app review over previously reviewed marketing materials,,[],Other,4,0,2026-03-04T22:55:53.423693
hacker_news,https://news.ycombinator.com/item?id=29569561,Ask HN: Apple revoked developer account for 2.5 years and counting,"tldr:
I launched Truple 4.5 years ago (see <a href=""https:&#x2F;&#x2F;news.ycombinator.com&#x2F;item?id=14113636"" rel=""nofollow"">https:&#x2F;&#x2F;news.ycombinator.com&#x2F;item?id=14113636</a>).  2.5 years ago Apple froze my developer account.  Since that time competitors released similar functionality for Apple products.  Apple still has my Developer account on lockdown.  What can I do?<p>long version:<p>4.5 years ago I launched Truple (<a href=""https:&#x2F;&#x2F;news.ycombinator.com&#x2F;item?id=14113636"" rel=""nofollow"">https:&#x2F;&#x2F;news.ycombinator.com&#x2F;item?id=14113636</a>), a bootstrapped parental control &#x2F; accountability app.  Truple is used by parents to gain insight into how their children use the internet, but also by adults who struggle with online habits they&#x27;d like to change (porn being chief among them).  The screenshot based approach Truple offers proves to work much better than other solutions.  It&#x27;s the only solution that allows you to use social media, but still have accountability for what you&#x27;re viewing through social media.  For example, if you have access to Twitter, you have access to porn.  You can&#x27;t use twitter without having that access.  Truple allows you to use twitter while still being held accountable for what you view on twitter.  No other solution offers this, because they don&#x27;t report what you&#x27;re viewing within an app.  Twitter is just an example, the same goes for all &quot;innocent&quot; apps (social media, streaming sites, etc) that contain concerning content.<p>2.5 years ago, I submitted an early version of a MacOS app for notarization.  A couple of days later my Apple Developer account was &quot;frozen&quot; without any message or indication why.  The signing certificates were just revoked.  After a year or so, Apple said they found &quot;potentially unwanted software&quot; in my app and were investigating.  I indicated that was unexpected (that&#x27;s the only question they asked me).",[],Privacy,213,218,2026-03-04T22:55:53.423784
hacker_news,https://www.careerfair.io/reviews/redesigning-apple-music-after-rejection,Redesigning Apple Music After Being Rejected,,[],Design,1,0,2026-03-04T22:55:53.423799
hacker_news,https://news.ycombinator.com/item?id=24032672,Ask HN: Does Apple enforce any 30% IAP cut guidelines on fintech apps?,"I am working on a fintech app. Based on my experience, banks, trading apps like robinhood, and other fintech apps all seem to have their own payment systems&#x2F;services incorporated (Stripe, etc).
Does anyone have any experience with dealing with App Review with products like this?<p>From the Apple dev docs:<p>&gt; Apps utilizing a system other than the In-App Purchase API (IAP) to purchase content, functionality, or services in an App will be rejected.<p>And:<p>&gt; Apps used for financial trading, investing, or money management should come from the financial institution performing such services or must use a public API offered by the institution in compliance with its Terms &amp; Conditions.<p>And:<p>&gt; Apps that provide services in highly-regulated fields (such as banking and financial services, healthcare, and air travel) or that require sensitive user information should be submitted by a legal entity that provides the services, and not by an individual developer.",[],Payments/IAP,2,5,2026-03-04T22:55:53.423834
hacker_news,https://www.bloomberg.com/news/articles/2019-10-03/apple-reviews-rejected-hong-kong-app-again-after-controversy,Apple Reviews Rejected Hong Kong App Again After Controversy,,[],Other,2,0,2026-03-04T22:55:53.423848
hacker_news,https://news.ycombinator.com/item?id=18903519,Ask HN: How to handle getting unfairly singled out by Apple?,"We&#x27;ve been selling a web-first product for a number of years. We have a complementary iOS app that requires a paid subscription of our web app to use. When you download the app, you just get a login screen, and it has no mention of our paid service. The app itself is basically just a &quot;read-only&quot; version of our web app, so it doesn&#x27;t have the full functionality of our web app.<p>Recently, we rebuilt our iOS app from the ground up (without changing any core functionality), since the current one was very dated and didn&#x27;t work correctly on newer devices (but the current version has been live on the App Store for years with no other problems). When we submitted the app, we got rejected because we didn&#x27;t offer in-app purchases, which we haven&#x27;t had for a number of years without a problem. Apple stated they changed their review process to be more strict about requiring in-app purchases.<p>The issue I have is that it feels like we been unfairly targeted. There are a multitude of apps of all sizes, from a half dozen apps in our niche to Netflix more recently, that follow the same model.<p>I understand pointing out counterexamples doesn&#x27;t help in our case with Apple, but as a small team with limited resources, we don&#x27;t have a lot of options. Our customers are starting to get mad, since the version live on the App Store is basically broken. The ironic part is that we were working on adding full functionality and possibly adding in-app purchases, but now it just feels like we&#x27;re getting bullied.<p>Anyone else in a similar situation? We&#x27;re considering just pulling out of the App Store completely.",[],Payments/IAP,1,0,2026-03-04T22:55:53.423900
hacker_news,https://news.ycombinator.com/item?id=17113804,Ask HN: Have you ever been waiting too long for app review on iTunes Connect?,"Hi,<p>it&#x27;s been 5 days since I submitted my app for review in iTunes Connect and it still haven&#x27;t been rejected or accepted. The app is currently in the state In Review. I&#x27;ve contacted the App Review team via Apple&#x27;s Contact Us website [0], but in 2 days I haven&#x27;t received any response either.<p>Have you been in a similar situation? What did you do (or what can be done) to speed-up the review process and how did you persuade Apple not to ignore you?<p>[0] https:&#x2F;&#x2F;developer.apple.com&#x2F;contact&#x2F;",[],Other,1,0,2026-03-04T22:55:53.423932
hacker_news,https://news.ycombinator.com/item?id=16329013,Do Apple's app reviewers review applications really serious?,"They rejected my app with the following reason:<p>---
Guideline 2.3.7 - Performance - Accurate Metadata
Specifically, the following words in your app name or subtitle are considered keywords or descriptors:
A simple editor and can convert content to a image.
---<p>I changed the subtitle to `A simple editor`, and I submitted again, and they rejected again with the same reason.<p>---
Guideline 2.3.7 - Performance - Accurate Metadata
Specifically, the following words in your app name or subtitle are considered keywords or descriptors:
A simple editor and can convert content to a image.
---<p>But I changed the subtitle, they still give me the old reason, do they review the app really? I feel they are so perfunctory, I asked them why they still reject with the same reason, because I had changed the subtitle, and then they give me another rejected reason<p>---
Guideline 2.3.7 - Performance - Accurate Metadata
Specifically, the following words in your app name or subtitle are considered keywords or descriptors:
A simple editor.
---<p>Are they kidding?",['2.3.7'],Technical,1,6,2026-03-04T22:55:53.423961
hacker_news,https://news.ycombinator.com/item?id=15602895,"Ask HN: Apple devs, has an 'app review board' appeal ever worked for you?","Apples review team are singling out our app for objectionable content in users profiles despite that content being from one of the most popular social media apps in the world.<p>This content on users profiles we clearly label as a social media feed from Instagram and is not something we have control over, we&#x27;re told its still our responsibility to remove it from our app. I can easily point to at least 10 other apps that break the rules far more severely than ours, and yet we are getting our binaries rejected constantly.<p>What I find most annoying about being bullied by Apples review team is we are being quite clearly picked on because we&#x27;re not a Facebook or Instagram and have no position of strength to negotiate.<p>Has anyone here had any luck with the Apple review board? Every time we&#x27;ve submitted an appeal with a bullet point list of logical points we&#x27;re simply told &quot;Sorry, but no.&quot; with no reason given. Would be great to hear some positive stories or suggestions from developers who have had a similar experience.",[],Design,1,0,2026-03-04T22:55:53.424007
hacker_news,https://news.ycombinator.com/item?id=14741060,Ask HN: What to ask after advising a startup that start to pick steam,"Going anonymous for this one: for the past 20 months, I have been helping&#x2F;advising a startup on what to focus on for their mobile apps (especially for iOS), and because of my personal network with some Apple App Store folks, their app is now getting noticed and climbing the chart: taking over some well known apps in their category.<p>I was introduced to the CEO through a common friend, and I didn’t mind advising the startup’s CEO for free: advices did include some technical solution to solve some issues they were facing, recommendations on some features the app should be pushing forward, etc.<p>A few months back, the CEO reached out since they had a major issue and their app failed the App Store submission; after spending an hour on the phone and advising what should be done, and using some personal connections to understand why the Review was really rejected, they got the next version approved in a couple hours: the previous rejection had their app rejected for over 5 weeks and they were going nowhere.<p>Over the 20 months period, I did meet with the CEO a few times, and had at least monthly discussions with him through email or phone call. I have never asked anything in return, but now that the app start to get more users and climbing the chart, I am thinking it maybe time to discuss a deal; especially since the CEO reached again out to me earlier today to let me know how well their app was doing. After a quick congratulations he is asking me now more advices, and would like to access more of my personal network to take the app to the next level.<p>Any advice &#x2F; suggestions appreciated; I have myself already a full time job (which I like), so not considering to join the startup. My background is mostly on the engineering side, but after working years with product manager and marketing folks especially in the iOS ecosystem I have picked up some good knowledge.",[],Design,2,2,2026-03-04T22:55:53.424111
hacker_news,https://news.ycombinator.com/item?id=12783961,Apple Rejected My App for Using Google Sign-In,I created an app named Sightings https:&#x2F;&#x2F;itunes.apple.com&#x2F;us&#x2F;app&#x2F;sightings-for-pokemon-go&#x2F;id1153442744?ls=1&amp;mt=8 which is a companion app for Pokemon go where users can report sightings of monsters and those nearby would be able to see them or get notifications if the app is running in the background.<p>I submitted an update which was rejected by Apple because I used Google Sign-In. I thought it was the obvious choice for authentication methods since all Pokemon GO users will have one and it didn&#x27;t violate an app guidelines so I responded using the resolution center.<p>I got a call today from Apple and try as I might I could not convince them that my using Google Sign-In does not link to Niantic or the Pokemon Company and you don&#x27;t need to use the same account you use for Pokemon GO or even have a Pokemon GO account to use my app. They said if I switch to Facebook login or created my own that would fix the problem.<p>The token I get from Google when a user signs-in does not allow me to connect to Niantic&#x27;s API even if I wanted to but this was lost on the app reviewer.<p>I submitted an appeal to the review board and will post an update once its complete.,[],Design,60,11,2026-03-04T22:55:53.424811
hacker_news,https://news.ycombinator.com/item?id=10235516,Ask HN: How do I expedite Apple App Store review?,"I&#x27;ve created an app for a client, which is going to be presented at a big event next week.<p>Unfortunately, when I requested an expedited review, we got rejected because of the high volume (iOS9).<p>Is there anyone who can help me out here?<p>Thanks a bunch.<p>PS: yes, I know we should have submitted way earlier, but there are quite some reasons why it didn&#x27;t go that way.",[],Design,1,2,2026-03-04T22:55:53.424845
hacker_news,https://news.ycombinator.com/item?id=8010096,Ask HN: Tips for slaying Apple App Store rejections?,"Finally got my app approved by Apple after a couple rounds of rejection&#x2F;modify&#x2F;res-submits.  The process was quite opaque at times.<p>Thought it would be cool to hear other&#x27;s hard won tips and tricks.  There is surprisingly little NON-GENERIC advice online to demystify the process.<p>One anecdotal tip I picked up (your mileage may vary)<p>-------------------------------------<p>If you end up receiving a call from an Apple Rep after rejection, ask them straight up if they personally used&#x2F;reviewed your app or not.<p>If they didn&#x27;t use app, it is basically just a &quot;developer relations courtesy call&quot; and they will only be passing on some information that may help you re-submit.  They won&#x27;t offer up this fact up though on their own volition.  So take it from me, better to find out at the beginning of the call so you don&#x27;t spend a ton of time and stress explaining something they can&#x27;t understand or take action on anyway.<p>Now, in the case where they had used the app, this was a better outcome.  They started out the same basic way, &quot;we&#x27;ve rejected because so and so...&quot; then I was actually able to explain some things, probe for some insights, and then get a second review without having to re-sumbit.",[],Design,1,1,2026-03-04T22:55:53.424885
hacker_news,https://news.ycombinator.com/item?id=6938593,"Ask HN: Apple Rejected Our App Because It Was Too ""Simple"". Options?","Hello,<p>We built a somewhat &quot;complex&quot; feature which included simple mobile apps as a pretty important component. The feature, in some detail, is at https:&#x2F;&#x2F;trovebox.com&#x2F;feature&#x2F;collect<p>Trovebox is a multi-user photo services for businesses. We made a new feature named Collect that makes it easy for a business to let others send them photos (imagine attendees at a company party or event) without having to sign up, sign in or install any software. Part of that feature are mobile apps for Android and iOS if the user would rather send photos via an app than through a mobile browser.<p>The entire feature hinges on simplicity.<p>This is the reason per the app store terms.<p><pre><code>  2.12: Apps that are not very useful, are simply web sites bundled as
  apps, or do not provide any lasting entertainment value may be rejected
</code></pre>
This is the reply from the App Store.<p><pre><code>  Thank you for your prompt response and providing detailed information 
  about your app. However, upon our review, we noticed that your app only 
  allows users to submit photos. We found that your app does not include 
  enough functionality to be appropriate for the App Store. For additional 
  app design information, watch:
  
  iOS Development Videos
  Ingredients of Great Apps
  iPhone and iPad User Interface Design
  
  We look forward to reviewing your revised application.
</code></pre>
We don&#x27;t care or want to add any features to this app. So where does that leave us?",[],Design,14,16,2026-03-04T22:55:53.424929
hacker_news,https://news.ycombinator.com/item?id=4902574,Ask HN: Why does Apple need to know how subscription fees will be used?,"I've submitted an app for review that will be used with a companion, subscription based web app.<p>The submission was rejected because they needed to ask me some questions about my app. One of them really bothers me.<p>3) How does the user/company pay, is it subscription-based or lump-sum? What's the cost, what is it for, and what are the payment options?<p>I'm using stripe to take credit card payments but why does apple need to know how the money will be used? No payment will every be made inside the app itself.",[],Payments/IAP,4,2,2026-03-04T22:55:53.424950
hacker_news,https://news.ycombinator.com/item?id=3858933,Show HN: My first iPhone app - Family Matters (using Parse),"The app is a simple Form builder for collaborative private group tasks.
It includes some sample Templates useful for a family.
For e.g., Shopping List, Family Radar, Travel Journal, Football Scorecard, Weight Tracker, etc.<p>The user can create such Forms or customize existing ones with the Builder.<p>My idea was rejected by YC last year, but I went ahead a built it anyway.
Let me know your thoughts.<p>Check the website at http://ellarum.com
AppStore link: http://itunes.apple.com/us/app/family-matters-from-ellarum/id514754911?mt=8<p>I have made the app free (otherwise $1.99) for a day to let everybody review it.",[],Design,15,7,2026-03-04T22:55:53.424976
hacker_news,https://news.ycombinator.com/item?id=3459882,Ask HN: Why Apple ask me for a documentary evidence?,"I create a free HackerNews Reader for iPhone/iPod touch. But was rejected twice. I'm really confused.
Why i need a documentary evidence? All news contents are from HN. What should i do?<p>from Apple:
""
Specifically, we noticed your app utilizes articles from The New York Times and Fox news.<p>Please provide documentary evidence that you have the rights to use this content to ensure compliance with the iOS Developer Program License Agreement. Once Legal has reviewed your documentation and confirms its validity, we will proceed with your app review. 
""",[],Other,3,1,2026-03-04T22:55:53.425000
